"WDS";"Discov";"Comp";"Firs";"Last";"Obs";"P1";"P2";"Sep.01";"Sep.02";"Mag1";"Mag2";"Spectr";"M1RA";"M1DE";"M2RA";"M2DE";"DurNum";"Not";"Coord2000ArcSec";"Mag1Num";"Mag2Num"
"18426+5532";"H 6  37";"AC";1852;2007;13;341;340;333.9;330.8;"5.01";"8.24";"B9.5pHg:";"-3";"23";"11";"13";"+55 2106";"NY";"184237.96+553221.8";5.01;8.24
"18443+3940";"STFA 37";"AB,CD";1830;2016;97;173;172;207.3;209.5;"4.67";"4.56";"A4V";"11";"61";"6";"52";"";"NZ";"184420.34+394012.4";4.67;4.56
"18443+3940";"STFA 37";"AD";1903;2013;17;172;172;209;208.6;"5.15";"5.38";"A4V";"11";"61";"6";"52";"";"N";"184420.34+394012.4";5.15;5.38
"18443+3940";"STFA 37";"BC";1903;2011;14;173;172;210.6;210.9;"6.10";"5.25";"F1V";"2";"47";"6";"52";"";"N";"184420.30+394014.4";6.1;5.25
"18443+3940";"STFA 37";"BD";1903;2000;11;173;172;212.2;209.6;"6.10";"5.38";"F1V";"2";"47";"6";"52";"";"NV";"184420.30+394014.4";6.1;5.38
"18445+3400";"STTA172";"";1875;2012;24;6;6;65.5;61.2;"7.91";"8.66";"F8";"13";"-15";"15";"-17";"+33 3190";"N";"184430.74+335946.1";7.91;8.66
"18448+3736";"STFA 38";"AD";1779;2016;110;152;150;42;43.9;"4.34";"5.62";"F0IVv";"29";"27";"19";"21";"+37 3223";"NZ V";"184446.36+373618.4";4.34;5.62
"18462+4408";"ARY  54";"AC";1893;2014;13;47;48;75.9;75.8;"8.11";"8.90";"A5";"1";"12";"5";"8";"+43 3060";"U";"184612.21+440808.3";8.11;8.9
"18472+1655";"ARN  75";"";1899;2010;10;27;26;60.9;65.3;"6.81";"8.59";"B8";"-2";"-8";"-2";"-7";"";"U";"184719.94+165430.6";6.81;8.59
"18479+1110";"STTA174";"";1874;2012;27;160;159;106.1;104.7;"7.51";"8.32";"B9";"-1";"-13";"7";"1";"+11 3608";"N";"184753.50+110948.7";7.51;8.32
"18497-0555";"H 6  50";"AC";1833;2016;23;169;171;99;111.8;"6.15";"8.23";"K1II";"-1";"-12";"-10";"7";"";"N";"184940.96-055446.2";6.15;8.23
"18501+3322";"STFA 39";"AB";1777;2015;115;143;148;48;45.6;"3.63";"6.69";"B7Ve+A8p";"2";"-4";"0";"-7";"+33 3223";"N";"185004.79+332145.6";3.63;6.69
"18510-2018";"PLT   3";"AB";1894;2000;13;102;101;93.7;93.2;"7.04";"7.55";"F9I:";"-1";"-5";"-4";"-5";"-20 5286";"N";"185059.87-201742.3";7.04;7.55
"18512+5923";"STF2420";"AB";1780;2012;91;0;319;26.7;37.3;"4.77";"8.26";"G7III-IV";"78";"25";"0";"0";"+59 1925";"NL U";"185112.01+592317.8";4.77;8.26
"18523+3926";"WEI  33";"";1894;2015;16;332;330;100;100;"8.96";"8.99";"A0";"5";"9";"-15";"-7";"+39 3558";"NZ";"185215.05+392549.4";8.96;8.99
"18540-4716";"DUN 224";"AC";1835;2016;21;64;62;82.1;87.2;"7.11";"7.28";"A0IV/V";"-9";"-38";"21";"-21";"-4712605";"Z";"185401.61-471627.4";7.11;7.28
"18545+3654";"SMR  13";"AD";1879;2014;14;211;210;193.2;193.1;"4.46";"8.77";"#VALUE!";"-7";"4";"0";"-3";"+36 3317";"N";"185430.29+365355.0";4.46;8.77
"18545+3654";"SMR  13";"AF";1922;2014;14;246;245;369.4;369.4;"4.46";"8.80";"#NAME?";"-7";"4";"1";"-35";"+36 3312";"N";"185430.29+365355.0";4.46;8.8
"18545+3654";"SMR  13";"AH";1921;2014;14;285;284;230.6;229.4;"4.46";"8.67";"#NAME?";"-7";"4";"3";"-3";"+36 3314";"N";"185430.29+365355.0";4.46;8.67
"18545+0154";"STTA176";"AB";1874;2011;29;116;113;97.4;94.3;"7.45";"7.51";"F5";"6";"-62";"0";"-14";"+01 3814";"Y";"185430.59+015351.5";7.45;7.51
"18549+3358";"SHJ 282";"AC";1823;2016;42;350;349;46;45.5;"6.14";"7.60";"A8";"-6";"-2";"-8";"-3";"";"NZ";"185452.52+335806.9";6.14;7.6
"18562+0412";"STF2417";"AC";1908;2007;18;58;58;432.1;421;"4.59";"6.78";"A5V";"38";"27";"-1";"-84";"";"NS";"185613.18+041212.9";4.59;6.78
"18562+0412";"STF2417";"BC";1908;2007;17;56;56;414.8;405.6;"4.93";"6.78";"A5Vn";"52";"31";"-1";"-84";"+04 3917";"NU";"185614.64+041207.6";4.93;6.78
"18566+0416";"TOK 620";"";1980;2010;6;270;270;842;842.1;"6.78";"8.10";"G0V";"-2";"-85";"-8";"-90";"";"N";"185637.17+041554.5";6.78;8.1
"18569-3320";"GLP  15";"";1890;2010;14;9;11;50;49;"7.14";"8.84";"B6V";"0";"-10";"13";"-16";"-3313737";"N";"185656.53-331946.0";7.14;8.84
"18571+5143";"SHY 749";"";1991;1999;3;208;208;999.9;999.9;"7.95";"8.76";"F5+F8";"43";"-5";"44";"-1";"+51 2464";"NV";"185704.94+514315.4";7.95;8.76
"18590+0330";"ALL   3";"A,BC";1909;2016;18;48;48;34.4;34.7;"8.56";"8.65";"A0";"5";"-4";"6";"-2";"+03 3855";"";"185857.05+032957.9";8.56;8.65
"19020+1907";"ARN  18";"AE";1895;2013;21;343;339;172.5;173.8;"7.06";"7.95";"K0III";"75";"32";"-23";"24";"";"NU";"190157.65+190729.6";7.06;7.95
"19025-2839";"DAM1038";"AC";1913;2010;7;265;265;241.6;241.7;"8.97";"8.9";"G1V+G1V";"-15";"-107";"-14";"-108";"-2815288";"V";"190232.10-283840.8";8.97;8.9
"19046+2320";"STF2445";"AC";1889;2012;20;106;109;142.6;144.2;"7.25";"8.46";"B2Ve";"2";"-5";"-3";"-70";"+23 3551";"";"190438.50+231945.5";7.25;8.46
"19046+2320";"STF2445";"BC";1889;2012;17;104;107;154.2;154.8;"8.57";"8.46";"A0";"4";"-5";"-3";"-70";"";"";"190437.62+231943.7";8.57;8.46
"19050-0402";"SHJ 286";"";1800;2016;74;206;210;33.3;39.7;"5.52";"6.98";"K0IV";"22";"-26";"0";"-39";"-04 4684";"NY";"190457.67-040153.1";5.52;6.98
"19074+3230";"STF2461";"AD";1782;2014;31;296;292;137.5;137.8;"5.26";"8.99";"F0V";"122";"32";"-6";"-5";"+32 3325";"N";"190725.58+323006.2";5.26;8.99
"19080+2601";"GRF   5";"";1900;2010;6;39;38;81.6;83.6;"7.35";"8.70";"K1III+K0";"-2";"-11";"5";"5";"+25 3733";"U";"190801.76+260043.3";7.35;8.7
"19081-2650";"S   711";"AB";1825;2016;16;125;124;45.1;45.3;"7.27";"8.65";"G6III";"1";"-1";"-2";"1";"-2713590";"N";"190808.10-265004.8";7.27;8.65
"19099-6825";"SHY 314";"";1991;2010;5;1;1;449.2;448.9;"5.41";"7.59";"G9III+G1V";"155";"-43";"155";"-43";"-68 3185";"NV";"190952.86-682528.0";5.41;7.59
"19124-5148";"DUN 225";"AB";1836;2016;21;253;250;69.6;70.2;"7.24";"8.36";"K5III";"-1";"-22";"-2";"-28";"-5211383";"N";"191224.12-514820.0";7.24;8.36
"19126+1651";"STTA177";"AC";1874;2015;36;288;276;120.8;98.1;"7.11";"8.02";"B9IV";"2";"-12";"125";"-196";"+16 3774";"NL U";"191234.45+165047.2";7.11;8.02
"19127-3351";"HJ 5094";"AB";1837;2016;47;243;182;15;31.3;"7.34";"7.78";"F0:V+A0";"-2";"-4";"50";"-149";"-3413477";"L Y";"191244.13-335046.2";7.34;7.78
"19135+3902";"SHJ 289";"";1781;2014;34;64;57;38.1;39.1;"8.01";"8.71";"Ap";"-6";"2";"-5";"1";"+38 3488";"N";"191329.33+390215.9";8.01;8.71
"19153+1505";"STTA178";"";1875;2016;41;268;267;89.7;89.8;"5.69";"7.64";"G8II-III";"1";"-11";"0";"-11";"+14 3846";"N";"191520.09+150501.2";5.69;7.64
"19188+0020";"STFA 40";"AB";1835;2013;31;316;316;422.8;422.1;"6.52";"6.78";"K0IIIa";"16";"9";"28";"33";"";"N";"191850.94+002020.4";6.52;6.78
"19190-3317";"TOK 624";"AC";1980;1999;5;61;61;999.9;999.9;"7.04";"8.23";"G1V";"-16";"-131";"4";"-143";"";"N";"191859.06-331641.8";7.04;8.23
"19200-0925";"GWP2838";"";1991;2010;5;226;226;205.1;205.4;"7.4";"8.2";"A9V";"54";"-8";"54";"-4";"";"V";"192002.61-092441.9";7.4;8.2
"19201+2639";"STTA181";"AB";1875;2016;48;5;359;54.5;63.4;"7.39";"7.50";"F5";"13";"-53";"-21";"10";"+26 3527";"NL Y";"192007.47+263841.6";7.39;7.5
"19207+1425";"STTA180";"";1874;2014;22;266;266;80.2;79.8;"7.87";"8.83";"F5Ia";"-2";"-6";"2";"-1";"+14 3881";"N";"192040.85+142508.7";7.87;8.83
"19221-2931";"SHY 753";"AB";1898;1999;14;228;227;435.6;435.7;"7.16";"7.16";"G0IV+G0IV";"139";"8";"124";"-10";"-2916041";"NV";"192203.77-293123.2";7.16;7.16
"19229-5425";"TOK 331";"AC";1894;2000;14;172;171;416.2;416.3;"5.02";"7.09";"A/M+F6V";"25";"-83";"24";"-83";"";"NV";"192251.20-542526.1";5.02;7.09
"19235-6924";"SHY 755";"AC";1991;2000;4;119;119;999.9;999.9;"7.92";"6.78";"F8V+F7V";"-51";"79";"-54";"77";"-69 2983";"NVW";"192331.30-692427.4";7.92;6.78
"19244+1656";"STFA 41";"AB";1835;2016;32;79;78;336.1;342.3;"6.26";"6.86";"A2III-IV";"-6";"-14";"37";"-15";"+16 3839";"N";"192422.08+165615.9";6.26;6.86
"19250+1157";"STT 588";"AB";1852;2016;37;4;282;142.5;104;"5.24";"8.65";"G8IV";"721";"643";"32";"-87";"+11 3833";"NL U";"192458.20+115639.9";5.24;8.65
"19254+2542";"ARY  17";"";1897;2012;14;265;268;118.7;116.5;"8.31";"8.72";"K1II-III";"-14";"-75";"2";"-6";"+25 3824";"";"192524.94+254232.7";8.31;8.72
"19268+5009";"STTA182";"AB";1874;2014;33;307;297;71.8;73.2;"7.46";"8.58";"F6V";"56";"75";"0";"9";"+49 3012";"N W";"192647.94+500843.7";7.46;8.58
"19268+2110";"STF2523";"AC";1901;2007;12;145;147;250.7;250.8;"7.95";"7.18";"B3V+B5";"3";"-8";"0";"-6";"+20 4142";"N";"192648.38+210946.2";7.95;7.18
"19278-5420";"HJ 5114";"AB";1837;2010;20;271;236;69.4;76.1;"5.85";"8.24";"K4III";"-6";"10";"21";"-222";"-54 9371";"N";"192748.12-541930.9";5.85;8.24
"19287+2440";"STFA 42";"";1835;2016;32;28;28;396;427.7;"4.61";"5.93";"M0III";"-126";"-107";"9";"17";"+24 3759";"NL Y";"192842.33+243953.7";4.61;5.93
"19307+2758";"STFA 43";"AB";1755;2016;277;58;54;34.2;34.7;"3.19";"4.68";"K3II+B9.5";"-2";"-1";"-1";"-2";"";"NZ";"193043.29+275734.9";3.19;4.68
"19312+6319";"STF2549";"AD";1832;2010;39;279;270;47.5;55.1;"8.34";"8.03";"K0";"41";"20";"-6";"-9";"";"NL";"193112.30+631852.5";8.34;8.03
"19314+3643";"STF2538";"AC";1825;2006;38;245;247;53.2;53.2;"8.99";"8.92";"F2";"1";"-16";"3";"4";"+36 3588";"L";"193126.20+364237.8";8.99;8.92
"19332+6010";"STFA 44";"";1834;2010;42;287;286;76.6;75.4;"6.47";"8.19";"K4III";"4";"5";"15";"10";"+59 2060";"NZ";"193310.07+600931.3";6.47;8.19
"19352+2601";"ARY  20";"";1897;2012;14;339;339;109.2;108.3;"8.14";"8.56";"K5";"13";"-7";"5";"-2";"+25 3884";"";"193510.23+260033.2";8.14;8.56
"19364+3541";"ARN  82";"AB";1897;2004;11;35;34;43.5;43.5;"8.10";"8.43";"A";"-4";"-3";"-3";"-3";"";"";"193621.91+354039.7";8.1;8.43
"19365+4101";"GUI  25";"AC";1893;2003;11;161;161;166.7;166.9;"7.74";"7.76";"A0";"0";"-15";"-2";"-16";"";"";"193632.28+410035.1";7.74;7.76
"19373+1628";"H 6  26";"AB";1780;2013;46;82;82;91.9;87.3;"5.77";"8.35";"G9III";"17";"14";"-2";"-5";"+16 3918";"N";"193717.38+162746.0";5.77;8.35
"19407+2343";"STF2560";"AC";1879;2014;20;67;66;119.5;117.7;"6.64";"8.25";"B6IV";"-3";"-10";"-6";"-9";"+23 3734";"N";"194039.58+234304.7";6.64;8.25
"19407-1618";"HJ  599";"AC";1827;2016;42;40;42;40;45.6;"5.42";"7.65";"K2III+F8V";"68";"-51";"69";"-48";"-16 5400";"N";"194043.34-161735.3";5.42;7.65
"19418+5032";"STFA 46";"AB";1800;2016;583;141;133;37;40;"6.00";"6.23";"G1.5V";"-148";"-159";"-135";"-164";"+50 2847";"NO V";"194149.09+503131.6";6;6.23
"19426+4002";"BUP 196";"";1892;2014;19;165;166;101.5;105.9;"7.90";"8.31";"A0";"10";"12";"-7";"-41";"+39 3881";"N";"194234.25+400135.6";7.9;8.31
"19428+3741";"STTA188";"AB";1875;2015;30;122;121;58.8;60.7;"7.71";"7.98";"K2";"-11";"7";"-1";"0";"+37 3577";"N";"194248.56+374112.5";7.71;7.98
"19428+3741";"STU  11";"AC";1896;2013;14;227;228;158;146;"7.71";"8.14";"K2";"-11";"7";"42";"95";"";"N";"194248.56+374112.5";7.71;8.14
"19431-0818";"STFA 45";"AB";1823;2011;38;147;147;97.1;97.8;"7.11";"7.56";"F4V+F5V";"26";"-56";"17";"-57";"-08 5078";"NV";"194303.26-081826.2";7.11;7.56
"19459+3501";"H 5 137";"AB";1783;2016;46;33;25;35;38.7;"6.22";"8.18";"G9III";"11";"-6";"3";"-1";"+34 3701";"N";"194551.35+350045.9";6.22;8.18
"19459+3501";"BOT   3";"AC";1896;2015;11;77;76;445.2;442.9;"6.22";"8.25";"G9III";"11";"-6";"-3";"-5";"+34 3706";"N";"194551.35+350045.9";6.22;8.25
"19464+3344";"WNO  56";"AF";1893;2002;10;236;235;791.9;792;"5.06";"8.48";"F7V";"23";"-449";"13";"-441";"";"NO";"194625.60+334339.3";5.06;8.48
"19507-5912";"SHY 759";"AB";1991;1999;4;232;232;406.8;406.6;"5.48";"7.06";"A0IV+A5IV";"23";"-12";"24";"-17";"";"NV";"195044.80-591137.2";5.48;7.06
"19507-5912";"SHY 761";"AC";1991;1999;3;70;70;999.9;999.9;"5.48";"5.24";"A0IV+B9.5";"21";"-12";"24";"-14";"";"NV";"195044.80-591137.2";5.48;5.24
"19507-5912";"I   121";"AD";1998;2013;4;45;52;42.1;34.7;"5.48";"8.9";"A0IV";"23";"-12";"-35";"-519";"-59 7535";"N";"195044.80-591137.2";5.48;8.9
"19512-7248";"SHY 760";"AD";1991;2000;3;87;87;999.9;999.9;"7.35";"8.30";"F6V+G8III";"18";"-56";"25";"-54";"";"NV";"195114.13-724742.2";7.35;8.3
"19518+2614";"ARY 115";"";1899;2014;11;249;248;115.3;115.7;"7.69";"7.47";"A0IV+B6III";"7";"5";"2";"-3";"+25 4002";"U";"195145.25+261414.0";7.69;7.47
"19534+2020";"STFA 48";"AB";1782;2014;60;151;147;38.9;41.8;"7.14";"7.34";"A0";"30";"16";"34";"16";"+19 4195";"NZ";"195322.65+202014.1";7.14;7.34
"19546-0814";"STF2594";"";1780;2016;97;172;170;29.5;35.9;"5.65";"6.35";"B7Vn+B8V";"7";"-26";"2";"-31";"-08 5154";"NZ";"195437.65-081338.3";5.65;6.35
"19551+3041";"GRF  13";"AB";1901;2010;6;192;194;100.8;104.7;"7.09";"8.76";"G9III+A0V";"47";"23";"-1";"-5";"+30 3806";"U";"195505.17+304115.3";7.09;8.76
"19579+2715";"AC   16";"AC";1875;2015;24;137;136;93.5;92.9;"7.81";"7.97";"A0";"0";"-11";"0";"-12";"+26 3745";"NZ";"195754.45+271507.3";7.81;7.97
"19579-0904";"HDO 155";"AC";1868;2012;19;113;119;108.6;114.6;"7.77";"8.70";"K2";"-4";"-14";"2";"25";"";"";"195753.70-090330.3";7.77;8.7
"19583-5154";"DUN 229";"";1826;2016;20;247;242;84.1;80.9;"7.65";"8.23";"F0";"47";"-40";"45";"-39";"-5211589";"N W";"195815.29-515343.4";7.65;8.23
"20001+1737";"S   730";"AB";1825;2014;27;16;14;115.9;112.8;"7.16";"8.45";"K0+F5";"5";"11";"-12";"-6";"+17 4185";"N";"200008.28+173638.6";7.16;8.45
"20007+3635";"WEB   9";"AB";1896;2016;22;203;202;70.5;71.6;"6.69";"8.97";"B6IV";"4";"-1";"-1";"-5";"+36 3816";"N";"200044.81+363523.0";6.69;8.97
"20014+5006";"H 5  47";"AB";1875;2014;25;146;150;41.3;41.6;"5.17";"8.94";"K1II-III";"16";"6";"-2";"-5";"+49 3158";"N";"200121.55+500616.8";5.17;8.94
"20021+5439";"BU  426";"AC";1877;2009;16;53;53;166.2;162.9;"8.53";"8.39";"K0";"16";"18";"1";"-6";"";"N";"200207.92+543828.0";8.53;8.39
"20021+5439";"ENG  68";"CE";1884;2009;12;159;158;160.9;160;"8.39";"8.92";"F2III+K5";"1";"-6";"13";"18";"";"N";"200222.85+544007.5";8.39;8.92
"20023+6438";"STTA200";"AB";1875;2003;24;338;333;96.7;99;"6.36";"8.06";"G7III:";"42";"11";"-12";"4";"+64 1407";"N";"200220.16+643803.8";6.36;8.06
"20041+1704";"STT 592";"AC";1853;2013;28;309;335;203.7;215.1;"5.86";"6.92";"G1V";"-395";"-408";"23";"17";"+16 4119";"NL U";"200406.22+170412.6";5.86;6.92
"20057+3536";"SHJ 316";"AB";1876;2012;25;324;323;69.4;69.6;"7.79";"8.82";"O7IIIe";"-4";"-7";"-4";"-7";"+35 3949";"N";"200539.80+353628.1";7.79;8.82
"20060+3547";"SHJ 314";"AF";1783;2016;43;33;28;29.5;36;"6.78";"7.30";"WN5";"-3";"-8";"-4";"-7";"+35 3955";"N";"200557.32+354718.2";6.78;7.3
"20060+3546";"ES   25";"AF";1895;2013;15;330;329;96;95.5;"7.89";"6.78";"B5n";"-4";"-6";"-3";"-8";"";"N";"200601.36+354555.9";7.89;6.78
"20066+0735";"STTA198";"AB";1875;2013;34;186;186;65.2;64.8;"7.12";"7.55";"A2V+A3V";"0";"-22";"5";"-19";"+07 4367";"NZ";"200638.76+073434.2";7.12;7.55
"20074+6511";"HJL1102";"";1894;2014;15;124;123;126.8;126.2;"7.70";"8.01";"A7III";"20";"51";"20";"51";"";"";"200726.78+651115.0";7.7;8.01
"20078+1950";"WEB  12";"";1895;2013;16;77;77;41.4;40.6;"8.36";"8.37";"F0";"30";"-1";"30";"-7";"+19 4291";"W";"200745.66+195014.0";8.36;8.37
"20080-0041";"SHY 325";"";1991;2015;5;228;228;999.9;999.9;"6.08";"8.33";"K1IV+G5";"117";"-68";"116";"-68";"-01 3899";"NVW";"200801.75-004040.9";6.08;8.33
"20084+3808";"HJ  606";"";1827;2016;21;230;228;60;44.3;"7.98";"8.12";"B9.5V";"1";"-2";"-4";"-6";"+37 3784";"N";"200821.92+380820.0";7.98;8.12
"20099+2055";"STF2637";"AC";1800;2016;91;226;222;64.5;91.5;"6.56";"7.52";"F3V+F5IV";"59";"98";"5";"-5";"+20 4452";"NL U";"200956.61+205453.2";6.56;7.52
"20099+2055";"STF2637";"BC";1800;2016;57;221;215;66.2;95.9;"8.85";"7.52";"F2";"64";"102";"5";"-5";"";"NL";"200956.25+205504.3";8.85;7.52
"20106+3338";"S   738";"AB";1797;2012;39;109;104;35.6;41.8;"7.76";"8.43";"B9V";"-11";"-17";"1";"1";"+33 3778";"NZ";"201035.13+333802.7";7.76;8.43
"20113-0008";"S   735";"";1783;2015;37;204;211;47.1;55.6;"7.16";"7.98";"F2IV+A0";"25";"-28";"-14";"-10";"-00 3937";"NY";"201118.86-000735.3";7.16;7.98
"20133+3502";"ARY  23";"AB";1896;2011;11;28;28;76.2;81;"8.48";"8.89";"O7+G0V";"-1";"-8";"27";"23";"+34 3920";"";"201318.85+350130.5";8.48;8.89
"20134+3844";"BLL  47";"AB";1879;2012;23;355;354;132.4;131.3;"8.00";"7.15";"CII";"9";"2";"-3";"-5";"+38 3957";"N";"201323.66+384344.5";8;7.15
"20136+4644";"STFA 50";"AC";1779;2016;46;183;173;100;108.6;"3.93";"6.97";"K2II";"5";"1";"3";"3";"+46 2883";"N";"201337.90+464428.8";3.93;6.97
"20136+4644";"STFA 50";"AD";1800;2016;38;325;322;338;336.7;"3.93";"4.83";"K2II";"5";"1";"14";"3";"";"N";"201337.90+464428.8";3.93;4.83
"20136+4644";"GUI  30";"DC";1800;2003;27;152;150;432.9;431.8;"4.83";"6.97";"A5IIIn";"14";"3";"3";"3";"+46 2881";"N";"201318.04+464856.4";4.83;6.97
"20142+0635";"S   740";"AB";1800;2014;38;194;192;45.5;42.9;"7.77";"8.06";"G4IV";"-133";"-61";"-130";"-59";"+06 4480";"NZ V";"201409.77+063520.3";7.77;8.06
"20145+3648";"ENG  72";"AB";1887;2016;29;153;155;212;215.3;"4.96";"6.71";"A2V";"70";"69";"1";"-4";"+36 3955";"NY";"201431.98+364822.1";4.96;6.71
"20155+4743";"S   743";"";1824;2012;12;175;175;208.9;208.4;"4.16";"8.36";"K3Ib+B3V";"2";"5";"0";"7";"+47 3059";"N";"201528.32+474251.2";4.16;8.36
"20168+3731";"ARY  25";"";1896;2010;14;295;293;144.8;146.6;"8.65";"8.72";"G9.5IIIb";"26";"0";"0";"-5";"+37 3865";"";"201652.85+373104.7";8.65;8.72
"20169+3130";"HO  588";"AB";1893;2016;25;298;297;50.7;50.8;"6.91";"8.89";"A0III";"-8";"-12";"-9";"-14";"+31 4020";"";"201654.99+313018.7";6.91;8.89
"20181-1233";"STFA 51";"AE";1800;2012;47;292;290;371.2;381.2;"3.66";"4.34";"G9III";"63";"3";"22";"1";"";"NU";"201803.22-123241.4";3.66;4.34
"20183+2539";"WAL 131";"AE";1898;2013;18;152;151;122.4;121.8;"6.96";"8.13";"B2V";"3";"5";"6";"-1";"";"N";"201817.06+253853.7";6.96;8.13
"20196+4754";"BLL  49";"";1878;2008;22;231;231;63.5;65.4;"7.97";"8.98";"R8";"15";"7";"2";"4";"+47 3077";"N";"201941.66+475419.9";7.97;8.98
"20197+4108";"STTA205";"";1875;2016;25;319;320;45.5;46.2;"7.19";"8.91";"B9V";"7";"-1";"12";"6";"+40 4121";"N";"201944.88+410818.7";7.19;8.91
"20198+3707";"ARY   1";"";1896;2011;15;258;257;74.8;77;"6.58";"8.65";"B9.5Vp";"12";"-7";"-2";"-4";"+36 4008";"";"201948.32+370757.1";6.58;8.65
"20210-1447";"STFA 52";"AB";1800;2012;41;268;267;205.5;205.4;"3.15";"6.08";"F8V+A0";"45";"7";"43";"0";"";"NV";"202100.67-144653.0";3.15;6.08
"20210-1447";"STFA 52";"AC";1905;2012;11;134;133;227.4;226.1;"3.15";"8.83";"F8V+A0";"45";"7";"39";"6";"-15 5631";"N";"202100.67-144653.0";3.15;8.83
"20210-1447";"STFA 52";"BC";1895;2000;13;112;111;397.4;396.7;"6.08";"8.83";"A0III";"43";"0";"39";"6";"-15 5626";"N";"202046.55-144705.5";6.08;8.83
"20215+3035";"ARY   4";"AB";1900;2012;15;288;286;135.1;134.5;"6.78";"8.54";"Am";"12";"22";"8";"10";"+30 3998";"";"202129.56+303525.0";6.78;8.54
"20227+1320";"STF2673";"AC";1829;2016;31;106;100;75.6;76.5;"8.29";"8.60";"F2";"-2";"-34";"7";"8";"";"";"202243.76+132025.4";8.29;8.6
"20228+5325";"STF2681";"AC";1831;2013;26;204;199;41.8;38.5;"7.97";"8.89";"A0V";"13";"18";"31";"31";"";"";"202249.54+532502.8";7.97;8.89
"20229+4259";"STTA207";"AC";1876;2015;28;63;65;96.4;85.6;"6.41";"8.01";"K0III";"56";"43";"-3";"-18";"+42 3724";"NL";"202255.49+425900.4";6.41;8.01
"20229+2708";"ARN  50";"AC";1898;2013;13;336;331;87.6;84.9;"8.26";"8.85";"A3";"45";"55";"0";"2";"";"W";"202251.41+270754.5";8.26;8.85
"20230+3913";"STTA206";"AB";1876;2013;31;257;256;42.7;44.2;"6.72";"8.63";"B6III";"2";"0";"-3";"-5";"+38 4051";"N";"202257.65+391239.7";6.72;8.63
"20231+4048";"GRF  15";"";1893;2013;7;138;139;198.9;199.3;"7.48";"7.19";"K1III+B9I";"29";"8";"-3";"-6";"+40 4144";"V U";"202306.70+404801.7";7.48;7.19
"20275-0206";"S   749";"AB";1800;2016;37;193;188;61.5;60;"6.76";"7.51";"F7V+G2V+";"-65";"-69";"-59";"-67";"-02 5283";"NZ V";"202727.56-020610.5";6.76;7.51
"20280-4237";"RSS  36";"";1901;2016;12;268;267;35;35.7;"8.22";"8.77";"F5/F6V";"91";"-120";"98";"-122";"-4314003";"NVW";"202759.86-423710.6";8.22;8.77
"20282+8125";"STH   7";"AC";1884;2012;17;285;282;198.4;196.7;"5.48";"6.66";"G9III";"34";"16";"46";"20";"+80  657";"N";"202814.45+812521.6";5.48;6.66
"20287+4737";"GRF  17";"";1901;2010;6;102;102;160.2;160.1;"7.62";"8.45";"G7II+A0";"1";"-5";"-2";"-9";"+47 3117";"";"202844.47+473640.4";7.62;8.45
"20289-1749";"SHJ 323";"AD";1800;2011;28;150;150;228.2;258.7;"4.97";"6.68";"F3V";"-16";"-8";"39";"-119";"";"NL";"202851.62-174849.2";4.97;6.68
"20295+8105";"STT 593";"AB";1851;2010;18;40;36;214.2;214.2;"6.07";"8.74";"K0III+F8V";"67";"222";"68";"219";"+80  660";"NVW";"202927.31+810526.7";6.07;8.74
"20302+1925";"S   752";"AC";1824;2015;31;288;288;105.9;106.3;"6.80";"7.30";"B7IV";"3";"-5";"3";"-5";"+18 4515";"N";"203014.44+192515.7";6.8;7.3
"20322-2209";"HJ 2973";"AB";1830;2016;26;132;129;40;39.6;"7.77";"8.10";"F0V";"2";"7";"3";"4";"-22 5457";"N";"203213.27-220917.4";7.77;8.1
"20327+2903";"ARY  47";"AB";1892;2013;13;109;108;127.9;127.8;"8.24";"8.32";"K3II+K0";"-5";"-14";"4";"-2";"+28 3786";"N";"203241.33+290314.0";8.24;8.32
"20349+4651";"STTA208";"AB";1876;2013;23;241;241;76.4;82.7;"7.85";"8.56";"K0";"61";"23";"10";"5";"+46 2983";"N";"203451.07+465051.3";7.85;8.56
"20366-7104";"DUN 231";"";1826;2010;13;288;285;64.4;48;"6.83";"8.86";"A0IV";"4";"-26";"93";"-74";"-71 2563";"N";"203635.96-710417.2";6.83;8.86
"20368+1444";"STF2703";"AC";1829;2016;58;239;234;66.7;77.8;"8.35";"8.76";"A5";"12";"13";"-21";"-48";"+14 4362";"NL U";"203649.41+144342.4";8.35;8.76
"20368+1444";"STF2703";"BC";1824;2016;67;217;215;54.3;67;"8.42";"8.76";"K0";"12";"13";"-21";"-48";"+14 4363";"NL";"203647.77+144351.0";8.42;8.76
"20371+6122";"SHY 780";"";1991;1999;3;100;100;999.9;999.9;"7.07";"7.97";"F2+F8";"23";"-43";"20";"-42";"+60 2139";"NVW";"203707.93+612152.5";7.07;7.97
"20375+3134";"STFA 53";"AB";1835;2012;35;175;177;178;182.7;"6.29";"6.54";"B8III+F0V";"9";"0";"-34";"-31";"+31 4159";"NY";"203731.77+313421.1";6.29;6.54
"20378+3224";"ARY  48";"";1893;2016;17;42;41;53.3;53.3;"8.23";"8.76";"F8";"44";"78";"46";"78";"+31 4161";"NV";"203745.00+322342.9";8.23;8.76
"20379+4757";"STF2707";"AC";1832;2013;30;196;195;55.4;54.7;"7.94";"8.62";"A0";"3";"-1";"3";"1";"+47 3152";"Z";"203751.14+475641.9";7.94;8.62
